ИНДЕКС;SET;№ ВЕРХ;№ НИЗ;Поставщик;Категория ВЕРХ;Группа;Наименование НИЗ;Доп. описание;PB/PG-номер НИЗ;KKS-код НИЗ;Ед. изм.;Кол-во НИЗ;Столбец1;Цена ВЕРХ;ИТОГО ВЕРХ;Цена НИЗ;Итого НИЗ;Статус;Дата доставки;Упаковочный;Ящик;поз.;Вес;Длина;Ширина;Высота;
288;1;R3.1.200;1811.1.117;Зульцер (Х/1811/2022);Малые детали;Механизм регулирования положения лопаток ВНА;Штифт цилиндрический;;PB0000000717;MBA__HA075G051;шт.;3;; € 7,40 ; € 22,19 ; € 9,00 ; € 27,00 ;;;;;;;;;;
289;1;R3.1.201;1811.1.118;Зульцер (Х/1811/2022);Малые детали;Механизм регулирования положения лопаток ВНА;Кольцо стопорное;;PB0000000718;MBA__HA075G053;шт.;1;; € 1,64 ; € 1,64 ; € 2,00 ; € 2,00 ;;;;;;;;;;
290;1;R3.1.202;1811.1.119;Зульцер (Х/1811/2022);Малые детали;Механизм регулирования положения лопаток ВНА;Шайба;;PB0000000941;MBA__HA075G054;шт.;2;; € 8,22 ; € 16,43 ; € 10,00 ; € 20,00 ;;;;;;;;;;
291;1;R3.1.203;1811.1.120;Зульцер (Х/1811/2022);Малые детали;Механизм регулирования положения лопаток ВНА;Втулка;;PB0000000666;MBA__HA075G055;шт.;2;; € 11,50 ; € 23,01 ; € 14,00 ; € 28,00 ;;;;;;;;;;
292;1;R3.1.204;1811.1.121;Зульцер (Х/1811/2022);Малые детали;Механизм регулирования положения лопаток ВНА;Кольцо стопорное;;PB0000000719;MBA__HA075G056;шт.;1;; € 1,64 ; € 1,64 ; € 2,00 ; € 2,00 ;;;;;;;;;;
293;1;R3.1.205;1811.1.122;Зульцер (Х/1811/2022);Малые детали;Механизм регулирования положения лопаток ВНА;Шпонка призматическая;;PB0000006242;MBA__HA075G057;шт.;1;; € 36,98 ; € 36,98 ; € 45,00 ; € 45,00 ;;;;;;;;;;
294;1;R3.1.206;1811.1.123;Зульцер (Х/1811/2022);Малые детали;Механизм регулирования положения лопаток ВНА;Шайба;;PB0000006441;MBA__HA075G069;шт.;2;; € 17,26 ; € 34,51 ; € 21,00 ; € 42,00 ;;;;;;;;;;
295;1;R3.1.207;1811.1.124;Зульцер (Х/1811/2022);Малые детали;Механизм регулирования положения лопаток ВНА;Штифт;;PB0000009463;MBA__HA075G087;шт.;1;; € 0,82 ; € 0,82 ; € 1,00 ; € 1,00 ;;;;;;;;;;
296;1;R3.1.208;1811.1.125;Зульцер (Х/1811/2022);Малые детали;Механизм регулирования положения лопаток ВНА;Шайба;;PB0000000194;MBA__HA075G115;шт.;20;; € 4,93 ; € 98,60 ; € 6,00 ; € 120,00 ;;;;;;;;;;
297;1;R3.1.209;1811.1.126;Зульцер (Х/1811/2022);Малые детали;Механизм регулирования положения лопаток ВНА;Пружина тарельчатая;;PB0000000755;MBA__HA075G116;шт.;8;; € 1,64 ; € 13,15 ; € 2,00 ; € 16,00 ;;;;;;;;;;
298;1;R3.1.210;1811.1.127;Зульцер (Х/1811/2022);Малые детали;Механизм регулирования положения лопаток ВНА;Шайба;;PB0000002708;MBA__HA075G117;шт.;2;; € 20,54 ; € 41,08 ; € 25,00 ; € 50,00 ;;;;;;;;;;
299;1;R3.1.211;1811.1.128;Зульцер (Х/1811/2022);Малые детали;Механизм регулирования положения лопаток ВНА;Гайка шестигранная;;PB0000000699;MBA__HA075G118;шт.;4;; € 8,22 ; € 32,87 ; € 10,00 ; € 40,00 ;;;;;;;;;;
300;1;R3.1.212;1811.1.129;Зульцер (Х/1811/2022);Малые детали;Механизм регулирования положения лопаток ВНА;Цилиндр;;PB0000006443;MBA__HA075G122;шт.;1;; € 206,24 ; € 206,24 ; € 251,00 ; € 251,00 ;;;;;;;;;;
301;1;R3.1.213;1811.1.130;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Прокладка;;PB0000006128;отсутствует;шт.;2;; € 87,10 ; € 174,20 ; € 106,00 ; € 212,00 ;;;;;;;;;;
302;1;R3.1.214;1811.1.131;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Лента уплотнительная;;PB0000170117;MBA__HA012G005;шт.;3;; € 308,95 ; € 926,85 ; € 376,00 ; € 1 128,00 ;;;;;;;;;;
303;1;R3.1.215;1811.1.132;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Болт цилиндрический;;PB0000000259;MBA__HA012G012;шт.;44;; € 4,11 ; € 180,77 ; € 5,00 ; € 220,00 ;;;;;;;;;;
304;1;R3.1.216;1811.1.133;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Болт цилиндрический;;PB0000000256;MBA__HA013G012;шт.;46;; € 3,29 ; € 151,19 ; € 4,00 ; € 184,00 ;;;;;;;;;;
305;1;R3.1.217;1811.1.134;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Уплотнение;;PB0000006121;MBA__HA014G008;шт.;1;; € 174,20 ; € 174,20 ; € 212,00 ; € 212,00 ;;;;;;;;;;
306;1;R3.1.218;1811.1.135;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Уплотнение;;PB0000006122;MBA__HA014G009;шт.;1;; € 174,20 ; € 174,20 ; € 212,00 ; € 212,00 ;;;;;;;;;;
307;1;R3.1.219;1811.1.136;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Уплотнение;;PB0000006123;MBA__HA014G010;шт.;1;; € 174,20 ; € 174,20 ; € 212,00 ; € 212,00 ;;;;;;;;;;
308;1;R3.1.220;1811.1.137;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Уплотнение;;PB0000006124;MBA__HA014G011;шт.;1;; € 174,20 ; € 174,20 ; € 212,00 ; € 212,00 ;;;;;;;;;;
309;1;R3.1.221;1811.1.138;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Штифт конический;;PB0000000044;MBA__HA091G020;шт.;8;; € 10,68 ; € 85,45 ; € 13,00 ; € 104,00 ;;;;;;;;;;
310;1;R3.1.222;1811.1.139;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Винт с цилиндрической головкой;;PB0000013117;MBA__HA091G012;шт.;1;; € 0,82 ; € 0,82 ; € 1,00 ; € 1,00 ;;;;;;;;;;
311;1;R3.1.223;1811.1.140;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Втулка;;PB0000002070;MBA__HA091G014;шт.;1;; € 104,35 ; € 104,35 ; € 127,00 ; € 127,00 ;;;;;;;;;;
312;1;R3.1.224;1811.1.141;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Штифт цилиндрический;;PB0000000543;MBA__HA091G015;шт.;2;; € 11,50 ; € 23,01 ; € 14,00 ; € 28,00 ;;;;;;;;;;
313;1;R3.1.225;1811.1.142;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Болт с шестигранной головкой;;PB0000002206;MBA__HA091G018;шт.;5;; € 64,09 ; € 320,45 ; € 78,00 ; € 390,00 ;;;;;;;;;;
314;1;R3.1.226;1811.1.143;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Шпилька;;PB0000002540;MBA__HA091G024;шт.;2;; € 57,52 ; € 115,03 ; € 70,00 ; € 140,00 ;;;;;;;;;;
315;1;R3.1.227;1811.1.144;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Гайка шестигранная;;PB0000002207;MBA__HA091G025;шт.;1;; € 60,80 ; € 60,80 ; € 74,00 ; € 74,00 ;;;;;;;;;;
316;1;R3.1.228;1811.1.145;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Болт калиброванный;;PB0000253507;MBA__HA085G005;шт.;5;; € 86,28 ; € 431,38 ; € 105,00 ; € 525,00 ;;;;;;;;;;
317;1;R3.1.229;1811.1.146;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Гайка шестигранная;;PB0000000037;MBA__HA085G006;шт.;5;; € 31,22 ; € 156,12 ; € 38,00 ; € 190,00 ;;;;;;;;;;
318;1;R3.1.230;1811.1.147;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Гайка колпачковая;;PB0000233492;MBA__HA085G004;шт.;2;; € 65,73 ; € 131,47 ; € 80,00 ; € 160,00 ;;;;;;;;;;
319;1;R3.1.231;1811.1.148;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 1;Пробка резьбовая;;PB0000005890;MBA__HA085G008;шт.;3;; € 9,04 ; € 27,12 ; € 11,00 ; € 33,00 ;;;;;;;;;;
320;1;R3.1.232;1811.1.149;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Круг;;PB0000003299;отсутствует;м;6,4;; € 5,75 ; € 36,81 ; € 7,00 ; € 44,80 ;;;;;;;;;;
321;1;R3.1.233;1811.1.150;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Уплотнение;;PB0000006033;MBA__HA092G008;шт.;1;; € 174,20 ; € 174,20 ; € 212,00 ; € 212,00 ;;;;;;;;;;
322;1;R3.1.234;1811.1.151;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Уплотнение;;PB0000006034;MBA__HA092G009;шт.;1;; € 174,20 ; € 174,20 ; € 212,00 ; € 212,00 ;;;;;;;;;;
323;1;R3.1.235;1811.1.152;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Уплотнение;;PB0000006035;MBA__HA092G010;шт.;1;; € 174,20 ; € 174,20 ; € 212,00 ; € 212,00 ;;;;;;;;;;
324;1;R3.1.236;1811.1.153;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Уплотнение;;PB0000006036;MBA__HA092G011;шт.;1;; € 174,20 ; € 174,20 ; € 212,00 ; € 212,00 ;;;;;;;;;;
325;1;R3.1.237;1811.1.154;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Штифт конический с внутренней резьбой;;PB0000000044;MBA__HA092G013;шт.;8;; € 10,68 ; € 85,45 ; € 13,00 ; € 104,00 ;;;;;;;;;;
326;1;R3.1.238;1811.1.155;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Болт с шестигранной головкой;;PB0000011799;MBA__HA092G020;шт.;4;; € 0,82 ; € 3,29 ; € 1,00 ; € 4,00 ;;;;;;;;;;
327;1;R3.1.239;1811.1.156;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Шайба стопорная;;PB0000002051;MBA__HA092G024;шт.;2;; € 15,61 ; € 31,22 ; € 19,00 ; € 38,00 ;;;;;;;;;;
328;1;R3.1.240;1811.1.157;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Камень кулисный;;PB0000007166;MBA__HA092G025;шт.;2;; € 617,90 ; € 1 235,80 ; € 752,00 ; € 1 504,00 ;;;;;;;;;;
329;1;R3.1.241;1811.1.158;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Палец с квадратным концом;;PB0000007172;MBA__HA092G027;шт.;2;; € 1 029,56 ; € 2 059,12 ; € 1 253,00 ; € 2 506,00 ;;;;;;;;;;
330;1;R3.1.242;1811.1.159;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Ниппель смазочный;;PB0000001184;MBA__HA092G028;шт.;2;; € 4,93 ; € 9,86 ; € 6,00 ; € 12,00 ;;;;;;;;;;
331;1;R3.1.243;1811.1.160;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Шестигранник;;PB0000006355;MBA__HA092G037;шт.;2;; € 26,29 ; € 52,59 ; € 32,00 ; € 64,00 ;;;;;;;;;;
332;1;R3.1.244;1811.1.161;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Цилиндр с внутренним шестигранником;;PB0000006325;MBA__HA092G039;шт.;2;; € 48,48 ; € 96,96 ; € 59,00 ; € 118,00 ;;;;;;;;;;
333;1;R3.1.245;1811.1.162;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Палец с квадратным концом;;PB0000007170;MBA__HA092G040;шт.;2;; € 650,77 ; € 1 301,54 ; € 792,00 ; € 1 584,00 ;;;;;;;;;;
334;1;R3.1.246;1811.1.163;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Втулка;;PB0000007168;MBA__HA092G041;шт.;2;; € 813,46 ; € 1 626,92 ; € 990,00 ; € 1 980,00 ;;;;;;;;;;
335;1;R3.1.247;1811.1.164;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Болт с шестигранной головкой;;PB0000002047;MBA__HA092G045;шт.;2;; € 18,90 ; € 37,80 ; € 23,00 ; € 46,00 ;;;;;;;;;;
336;1;R3.1.248;1811.1.165;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Болт с шестигранной головкой;;PB0000002055;MBA__HA092G050;шт.;2;; € 6,57 ; € 13,15 ; € 8,00 ; € 16,00 ;;;;;;;;;;
337;1;R3.1.249;1811.1.166;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Штифт;;PB0000002052;MBA__HA092G052;шт.;2;; € 9,04 ; € 18,08 ; € 11,00 ; € 22,00 ;;;;;;;;;;
338;1;R3.1.250;1811.1.167;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Пробка резьбовая;;PB0000001527;MBA__HA092G061;шт.;2;; € 18,90 ; € 37,80 ; € 23,00 ; € 46,00 ;;;;;;;;;;
339;1;R3.1.251;1811.1.168;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Болт калиброванный;;PB0000233494;MBA__HA087G004;шт.;14;; € 238,29 ; € 3 336,01 ; € 290,00 ; € 4 060,00 ;;;;;;;;;;
340;1;R3.1.252;1811.1.169;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Гайка шестигранная;;PB0000233495;MBA__HA087G006;шт.;8;; € 41,08 ; € 328,67 ; € 50,00 ; € 400,00 ;;;;;;;;;;
341;1;R3.1.253;1811.1.170;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Штифт конический;;PB0000000042;MBA__HA087G009;шт.;4;; € 39,44 ; € 157,76 ; € 48,00 ; € 192,00 ;;;;;;;;;;
342;1;R3.1.254;1811.1.171;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 2;Пробка резьбовая;;PB0000005890;MBA__HA087G007;шт.;12;; € 8,22 ; € 98,60 ; € 10,00 ; € 120,00 ;;;;;;;;;;
343;1;R3.1.255;1811.1.172;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Круг;;PB0000008035;MBA__HA020G003;м;6,2;; € 1,64 ; € 10,19 ; € 2,00 ; € 12,40 ;;;;;;;;;;
344;1;R3.1.256;1811.1.173;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Уплотнение;;PB0000013073;MBA__HA093G010;шт.;1;; € 174,20 ; € 174,20 ; € 212,00 ; € 212,00 ;;;;;;;;;;
345;1;R3.1.257;1811.1.174;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Уплотнение;;PB0000013074;MBA__HA093G011;шт.;1;; € 174,20 ; € 174,20 ; € 212,00 ; € 212,00 ;;;;;;;;;;
346;1;R3.1.258;1811.1.175;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Уплотнение;;PB0000013075;MBA__HA093G012;шт.;1;; € 174,20 ; € 174,20 ; € 212,00 ; € 212,00 ;;;;;;;;;;
347;1;R3.1.259;1811.1.176;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Уплотнение;;PB0000013076;MBA__HA093G013;шт.;1;; € 174,20 ; € 174,20 ; € 212,00 ; € 212,00 ;;;;;;;;;;
348;1;R3.1.260;1811.1.177;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Штифт конический с внутренней резьбой;;PB0000000044;MBA__HA093G015;шт.;8;; € 10,68 ; € 85,45 ; € 13,00 ; € 104,00 ;;;;;;;;;;
349;1;R3.1.261;1811.1.178;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Пробка резьбовая;;PB0000009100;MBA__HA093G023;шт.;12;; € 11,50 ; € 138,04 ; € 14,00 ; € 168,00 ;;;;;;;;;;
350;1;R3.1.262;1811.1.179;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Палец;;PB0000013077;MBA__HA093G070;шт.;12;; € 22,19 ; € 266,22 ; € 27,00 ; € 324,00 ;;;;;;;;;;
351;1;R3.1.263;1811.1.180;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Палец;;PB0000013078;MBA__HA093G071;шт.;2;; € 32,05 ; € 64,09 ; € 39,00 ; € 78,00 ;;;;;;;;;;
352;1;R3.1.264;1811.1.181;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Палец;;PB0000013079;MBA__HA093G072;шт.;2;; € 19,72 ; € 39,44 ; € 24,00 ; € 48,00 ;;;;;;;;;;
353;1;R3.1.265;1811.1.182;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Палец;;PB0000013080;MBA__HA093G073;шт.;2;; € 23,01 ; € 46,01 ; € 28,00 ; € 56,00 ;;;;;;;;;;
354;1;R3.1.266;1811.1.183;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Болт с шестигранной головкой;;PB0000011799;MBA__HA093G020;шт.;4;; € 0,82 ; € 3,29 ; € 1,00 ; € 4,00 ;;;;;;;;;;
355;1;R3.1.267;1811.1.184;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Шайба стопорная;;PB0000002051;MBA__HA093G024;шт.;2;; € 15,61 ; € 31,22 ; € 19,00 ; € 38,00 ;;;;;;;;;;
356;1;R3.1.268;1811.1.185;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Камень кулисный;;PB0000007166;MBA__HA093G025;шт.;2;; € 617,90 ; € 1 235,80 ; € 752,00 ; € 1 504,00 ;;;;;;;;;;
357;1;R3.1.269;1811.1.186;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Палец;;PB0000013081;MBA__HA093G027;шт.;2;; € 975,33 ; € 1 950,66 ; € 1 187,00 ; € 2 374,00 ;;;;;;;;;;
358;1;R3.1.270;1811.1.187;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Ниппель смазочный;;PB0000001184;MBA__HA093G028;шт.;2;; € 4,93 ; € 9,86 ; € 6,00 ; € 12,00 ;;;;;;;;;;
359;1;R3.1.271;1811.1.188;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Шестигранник;;PB0000013082;MBA__HA093G037;шт.;2;; € 26,29 ; € 52,59 ; € 32,00 ; € 64,00 ;;;;;;;;;;
360;1;R3.1.272;1811.1.189;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Цилиндр с внутренним шестигранником;;PB0000006325;MBA__HA093G039;шт.;2;; € 48,48 ; € 96,96 ; € 59,00 ; € 118,00 ;;;;;;;;;;
361;1;R3.1.273;1811.1.190;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Палец;;PB0000007170;MBA__HA093G040;шт.;2;; € 650,77 ; € 1 301,54 ; € 792,00 ; € 1 584,00 ;;;;;;;;;;
362;1;R3.1.274;1811.1.191;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Пластина;;PB0000007168;MBA__HA093G041;шт.;2;; € 813,46 ; € 1 626,92 ; € 990,00 ; € 1 980,00 ;;;;;;;;;;
363;1;R3.1.275;1811.1.192;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Болт с шестигранной головкой;;PB0000002047;MBA__HA093G045;шт.;2;; € 18,90 ; € 37,80 ; € 23,00 ; € 46,00 ;;;;;;;;;;
364;1;R3.1.276;1811.1.193;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Болт с шестигранной головкой;;PB0000002055;MBA__HA093G050;шт.;2;; € 6,57 ; € 13,15 ; € 8,00 ; € 16,00 ;;;;;;;;;;
365;1;R3.1.277;1811.1.194;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Штифт;;PB0000002052;MBA__HA093G052;шт.;2;; € 9,04 ; € 18,08 ; € 11,00 ; € 22,00 ;;;;;;;;;;
366;1;R3.1.278;1811.1.195;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Пробка резьбовая;;PB0000001527;MBA__HA093G061;шт.;2;; € 18,90 ; € 37,80 ; € 23,00 ; € 46,00 ;;;;;;;;;;
367;1;R3.1.279;1811.1.196;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Болт калиброванный;;PB0000233494;MBA__HA090G004;шт.;10;; € 238,29 ; € 2 382,87 ; € 290,00 ; € 2 900,00 ;;;;;;;;;;
368;1;R3.1.280;1811.1.197;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Гайка шестигранная;;PB0000233495;MBA__HA090G006;шт.;6;; € 41,08 ; € 246,50 ; € 50,00 ; € 300,00 ;;;;;;;;;;
369;1;R3.1.281;1811.1.198;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Штифт конический;;PB0000000042;MBA__HA090G009;шт.;4;; € 39,44 ; € 157,76 ; € 48,00 ; € 192,00 ;;;;;;;;;;
370;1;R3.1.282;1811.1.199;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Пробка резьбовая;;PB0000005890;MBA__HA090G007;шт.;12;; € 8,22 ; € 98,60 ; € 10,00 ; € 120,00 ;;;;;;;;;;
371;1;R3.1.283;1811.1.200;Зульцер (Х/1811/2022);Малые детали;Обойма компрессора № 3;Болт калиброванный;;PB0000233497;MBA__HA090G009;шт.;2;; € 216,92 ; € 433,85 ; € 264,00 ; € 528,00 ;;;;;;;;;;
372;1;R3.1.284;1811.1.201;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Колодка направляющая;;PB0000001871;MBA__HA005G034;шт.;2;; € 867,69 ; € 1 735,38 ; € 1 056,00 ; € 2 112,00 ;;;;;;;;;;
373;1;R3.1.285;1811.1.202;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Палец с квадратным концом;;PB0000006304;MBA__HA005G035;шт.;2;; € 759,23 ; € 1 518,46 ; € 924,00 ; € 1 848,00 ;;;;;;;;;;
374;1;R3.1.286;1811.1.203;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Штифт;;PB0000006305;MBA__HA005G038;шт.;2;; € 17,26 ; € 34,51 ; € 21,00 ; € 42,00 ;;;;;;;;;;
375;1;R3.1.287;1811.1.204;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Болт;;PB0000000722;MBA__HA005G041;шт.;16;; € 24,65 ; € 394,41 ; € 30,00 ; € 480,00 ;;;;;;;;;;
376;1;R3.1.288;1811.1.205;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Прокладка;;PB0000159714;MBA__HA005G044.1;шт.;40;; € 162,69 ; € 6 507,69 ; € 198,00 ; € 7 920,00 ;;;;;;;;;;
377;1;R3.1.289;1811.1.206;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Прокладка;;PB0000159715;MBA__HA005G044.2;шт.;40;; € 162,69 ; € 6 507,69 ; € 198,00 ; € 7 920,00 ;;;;;;;;;;
378;1;R3.1.290;1811.1.207;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Прокладка;;PB0000159716;MBA__HA005G044.3;шт.;40;; € 162,69 ; € 6 507,69 ; € 198,00 ; € 7 920,00 ;;;;;;;;;;
379;1;R3.1.291;1811.1.208;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Прокладка;;PB0000159717;MBA__HA005G044.4;шт.;40;; € 162,69 ; € 6 507,69 ; € 198,00 ; € 7 920,00 ;;;;;;;;;;
380;1;R3.1.292;1811.1.209;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Прокладка;;PB0000159718;MBA__HA005G044.5;шт.;40;; € 162,69 ; € 6 507,69 ; € 198,00 ; € 7 920,00 ;;;;;;;;;;
381;1;R3.1.293;1811.1.210;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Прокладка;;PB0000007104;MBA__HA005G045.1;шт.;8;; € 244,04 ; € 1 952,31 ; € 297,00 ; € 2 376,00 ;;;;;;;;;;
382;1;R3.1.294;1811.1.211;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Прокладка;;PB0000007107;MBA__HA005G045.2;шт.;8;; € 244,04 ; € 1 952,31 ; € 297,00 ; € 2 376,00 ;;;;;;;;;;
383;1;R3.1.295;1811.1.212;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Прокладка;;PB0000007106;MBA__HA005G045.3;шт.;8;; € 244,04 ; € 1 952,31 ; € 297,00 ; € 2 376,00 ;;;;;;;;;;
384;1;R3.1.296;1811.1.213;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Прокладка;;PB0000007110;MBA__HA005G045.4;шт.;8;; € 244,04 ; € 1 952,31 ; € 297,00 ; € 2 376,00 ;;;;;;;;;;
385;1;R3.1.297;1811.1.214;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Прокладка;;PB0000007111;MBA__HA005G045.5;шт.;8;; € 244,04 ; € 1 952,31 ; € 297,00 ; € 2 376,00 ;;;;;;;;;;
386;1;R3.1.298;1811.1.215;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Винт с цилиндрической головкой;;PB0000000513;MBA__HA005G046;шт.;16;; € 1,64 ; € 26,29 ; € 2,00 ; € 32,00 ;;;;;;;;;;
387;1;R3.1.299;1811.1.216;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Штифт цилиндрический;;PB0000000543;MBA__HA005G049;шт.;1;; € 11,50 ; € 11,50 ; € 14,00 ; € 14,00 ;;;;;;;;;;
388;1;R3.1.300;1811.1.217;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Кольцо разъемное;;PB0000000759;MBA__HA005G050;шт.;1;; € 6 505,22 ; € 6 505,22 ; € 7 917,00 ; € 7 917,00 ;;;;;;;;;;
389;1;R3.1.301;1811.1.218;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Палец с квадратным концом;;PB0000001872;MBA__HA005G051;шт.;2;; € 705,00 ; € 1 410,00 ; € 858,00 ; € 1 716,00 ;;;;;;;;;;
390;1;R3.1.302;1811.1.219;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Колодка направляющая;;PB0000001873;MBA__HA005G052;шт.;2;; € 759,23 ; € 1 518,46 ; € 924,00 ; € 1 848,00 ;;;;;;;;;;
391;1;R3.1.303;1811.1.220;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Шестигранник;;PB0000006311;MBA__HA005G053;шт.;2;; € 26,29 ; € 52,59 ; € 32,00 ; € 64,00 ;;;;;;;;;;
392;1;R3.1.304;1811.1.221;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Цилиндр с внутренним шестигранником;;PB0000006297;MBA__HA005G054;шт.;2;; € 103,53 ; € 207,06 ; € 126,00 ; € 252,00 ;;;;;;;;;;
393;1;R3.1.305;1811.1.222;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Штифт;;PB0000001890;MBA__HA005G057;шт.;2;; € 13,15 ; € 26,29 ; € 16,00 ; € 32,00 ;;;;;;;;;;
394;1;R3.1.306;1811.1.223;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Шпилька;;PB0000001898;MBA__HA005G058;шт.;2;; € 23,01 ; € 46,01 ; € 28,00 ; € 56,00 ;;;;;;;;;;
395;1;R3.1.307;1811.1.224;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Пробка резьбовая;;PB0000001527;MBA__HA005G061;шт.;2;; € 19,72 ; € 39,44 ; € 24,00 ; € 48,00 ;;;;;;;;;;
